id_category;title;description;image;total_interest;total_post;total_like;total_trivia;flag;status;date_created;date_updated;id_category_up;private;group;latitude;location;id_owner;fun;subscribe_fcm;lat;lng;country
3098;Gimnasios;Gimnasios;https://hobbies.fboys.app/upload/assets/categs/gymClub.jpg;100;100;100;100;1;1;09/03/2022 13:00;24/03/2022 14:03;0;0;0;;;8;0;;0.0;0.0;ES
3099;Travel;Voyage. Viajar;https://hobbies.fboys.app/upload/assets/categs/travel.jpg;100;100;100;100;1;1;09/03/2022 13:04;24/03/2022 10:39;0;0;0;;;9;0;;0.0;0.0;ES
3100;Trabajo;Grupos en el trabajo;https://hobbies.fboys.app/upload/assets/categs/work.jpg;100;100;100;100;1;1;09/03/2022 13:12;09/03/2022 13:12;0;0;0;;;8;0;;0.0;0.0;ES
3101;Ocio;Ocio y entretinimiento;https://hobbies.fboys.app/upload/assets/categs/entertainement.jpg;100;100;100;100;1;1;09/03/2022 13:16;24/03/2022 14:21;0;0;0;;;8;0;;0.0;0.0;ES
3102;Wellness;Bienestar;https://hobbies.fboys.app/upload/assets/categs/wellness.PNG;100;100;100;100;1;1;09/03/2022 13:23;10/04/2022 10:26;0;0;0;;;8;0;;0.0;0.0;ES
3103;El ambiente;Salir por el ambiente;https://hobbies.fboys.app/upload/assets/categs/meetup.jpg;100;100;100;100;1;1;09/03/2022 13:24;23/03/2022 16:07;0;0;0;;;8;1;;0.0;0.0;ES
3109;Musicales;Musicales;https://hobbies.fboys.app/upload/assets/categs/musicals.png;100;100;100;100;1;1;09/03/2022 14:36;09/03/2022 14:36;3101;0;1;;;8;0;;0.0;0.0;ES
3110;Sauna;Sauna;https://hobbies.fboys.app/upload/assets/categs/sauna.jpg;100;100;100;100;1;1;09/03/2022 14:38;09/03/2022 14:38;3103;0;1;;;8;1;;0.0;0.0;ES
3111;Cine;Cine;https://hobbies.fboys.app/upload/assets/categs/cinema.jpg;100;100;100;100;1;1;09/03/2022 14:41;09/03/2022 14:41;3101;0;1;;;8;0;;0.0;0.0;ES
3112;Danza;Danza;https://hobbies.fboys.app/upload/assets/categs/ballet.png;100;100;100;100;1;1;09/03/2022 14:42;23/05/2022 16:10;3101;0;1;;;8;0;;0.0;0.0;ES
3117;Deporte;Deportes;https://hobbies.fboys.app/upload/assets/categs/sport.PNG;100;100;100;100;1;1;09/03/2022 22:44;23/05/2022 15:50;0;0;0;;;8;0;;0.0;0.0;ES
3118;Otros;Otros grupos;https://hobbies.fboys.app/upload/assets/categs/buzz.jpg;100;100;100;100;1;1;09/03/2022 22:47;23/03/2022 12:05;0;0;0;;;8;0;;0.0;0.0;ES
3119;Asociaciones;Asociaciones y militantismo;https://hobbies.fboys.app/upload/assets/categs/associations.webp;100;100;100;100;1;1;09/03/2022 22:58;26/03/2022 11:38;0;0;0;;;8;0;;0.0;0.0;ES
3120;Discotecas;Discotecas;https://hobbies.fboys.app/upload/assets/categs/clubbing.jpg;100;100;100;100;1;1;09/03/2022 23:31;23/03/2022 13:30;3103;0;1;;;8;0;;0.0;0.0;ES
3121;Bares;Salir de copas.;https://hobbies.fboys.app/upload/assets/categs/bar.jpg;100;100;100;100;1;1;09/03/2022 23:33;23/03/2022 10:06;3103;0;1;;;8;0;;0.0;0.0;ES
3122;Conciertos;Conciertos;https://hobbies.fboys.app/upload/assets/categs/concerts.jpg;100;100;100;100;1;1;09/03/2022 23:36;01/04/2022 15:11;3101;0;1;;;8;0;;0.0;0.0;ES
3123;Restaurantes;Comer fuera;https://hobbies.fboys.app/upload/assets/categs/eat.jpg;100;100;100;100;1;1;09/03/2022 23:38;25/06/2022 10:53;3101;0;1;;;8;0;;0.0;0.0;ES
3124;Geek;Ordenadores, gaming;https://hobbies.fboys.app/upload/assets/categs/geek.jpg;100;100;100;100;1;1;09/03/2022 23:39;09/03/2022 23:39;3100;0;1;;;8;0;;0.0;0.0;ES
3125;Poz;Positivos;https://hobbies.fboys.app/upload/assets/categs/poz.jpg;100;100;100;100;1;1;09/03/2022 23:41;09/03/2022 23:41;3119;0;1;;;8;0;;0.0;0.0;ES
3127;Minusválidos;Minusválidos;https://hobbies.fboys.app/upload/assets/categs/handicap.jpg;100;100;100;100;1;1;09/03/2022 23:51;24/04/2022 22:32;3119;0;1;;;8;0;;0.0;0.0;ES
3129;Meditación;Méditación;https://hobbies.fboys.app/upload/assets/categs/meditation.jpg;100;100;100;100;1;1;10/03/2022 00:03;24/06/2022 14:23;3102;0;1;;;8;0;;0.0;0.0;ES
3130;Fiestas privadas;Fiestas privadas;https://hobbies.fboys.app/upload/assets/categs/party.jpg;100;100;100;100;1;1;10/03/2022 09:41;05/05/2022 01:20;0;0;0;;;1;1;;0.0;0.0;ES
3131;Fetish;Fetichistas.;https://hobbies.fboys.app/upload/assets/categs/bdsm.jpg;100;100;100;100;1;1;10/03/2022 10:10;26/03/2022 11:38;0;0;0;;;1;1;;0.0;0.0;ES
3132;Multiétnico;Multiétnico.;https://hobbies.fboys.app/upload/assets/categs/multiethnic.PNG;100;100;100;100;1;1;10/03/2022 10:32;10/03/2022 10:44;3131;0;0;;;1;1;;0.0;0.0;ES
3133;Cruising;Ligoteo.;https://hobbies.fboys.app/upload/assets/categs/cruising4.jpg;100;100;100;100;1;1;10/03/2022 10:36;26/03/2022 11:38;0;0;0;;;1;1;;0.0;0.0;ES
3134;Prácticas;Mis preferencias;https://hobbies.fboys.app/upload/assets/categs/Proteccion.PNG;100;100;100;100;1;1;10/03/2022 10:44;01/05/2022 09:13;0;0;0;;;1;1;;0.0;0.0;ES
3135;Parejas;Parejas;https://hobbies.fboys.app/upload/assets/categs/couple4.PNG;100;100;100;100;1;1;10/03/2022 10:55;24/03/2022 14:03;0;0;0;;;1;1;;0.0;0.0;ES
3136;Morfología;Aspecto físico;https://hobbies.fboys.app/upload/assets/categs/morphology.PNG;100;100;100;100;1;1;10/03/2022 11:07;22/03/2022 12:39;0;0;0;;;1;1;;0.0;0.0;ES
